phecode	phecode_string	category
EM_202.31	Diabetes mellitus due to underlying condition*	Endocrine/Metab
EM_202.32	Drug or chemical induced diabetes mellitus*	Endocrine/Metab
EM_202.4	Other specified diabetes*	Endocrine/Metab
EM_203	Metabolic syndrome [Dysmetabolic syndrome X]	Endocrine/Metab
EM_204	Abnormal glucose	Endocrine/Metab
EM_204.1	Impaired fasting glucose	Endocrine/Metab
EM_204.2	Impaired glucose tolerance (oral)	Endocrine/Metab
EM_204.3	Hypoglycemia	Endocrine/Metab
EM_204.31	Hypoglycemic coma	Endocrine/Metab
EM_204.32	Drug-induced hypoglycemia*	Endocrine/Metab
EM_204.4	Hyperglycemia	Endocrine/Metab
EM_204.5	Prediabetes*	Endocrine/Metab
EM_206	Disorders of pancreatic internal secretion (excl. DM)	Endocrine/Metab
EM_206.1	Abnormality of secretion of glucagon	Endocrine/Metab
EM_206.2	Abnormality of secretion of gastrin	Endocrine/Metab
EM_208	Disorders of parathyroid gland	Endocrine/Metab
EM_208.1	Hypoparathyroidism	Endocrine/Metab
EM_208.2	Hyperparathyroidism	Endocrine/Metab
EM_208.22	Secondary hyperparathyroidism	Endocrine/Metab
EM_209	Disorders of the pituitary gland and its hypothalamic control	Endocrine/Metab
EM_209.1	Pituitary hyperfunction	Endocrine/Metab
EM_209.11	"Tall stature, acromegaly and gigantism"	Endocrine/Metab
EM_209.12	Syndrome of inappropriate secretion of antidiuretic hormone	Endocrine/Metab
EM_209.13	Hyperprolactinemia*	Endocrine/Metab
EM_209.14	Pituitary-dependent Cushing's disease*	Endocrine/Metab
EM_209.2	Hypopituitarism	Endocrine/Metab
EM_209.23	Iatrogenic hypopituitarism*	Endocrine/Metab
EM_209.3	Hypothalamic dysfunction*	Endocrine/Metab
EM_209.4	Diabetes insipidus	Endocrine/Metab
EM_211	Disorders of adrenal glands	Endocrine/Metab
EM_211.1	Adrenal hyperfunction	Endocrine/Metab
EM_211.11	Hyperaldosteronism	Endocrine/Metab
EM_211.13	Cushing's syndrome	Endocrine/Metab
EM_211.131	Drug-induced Cushing's syndrome*	Endocrine/Metab
EM_211.132	Nelson's syndrome*	Endocrine/Metab
EM_211.133	Ectopic ACTH syndrome*	Endocrine/Metab
EM_211.14	Medulloadrenal hyperfunction	Endocrine/Metab
EM_211.2	Adrenocortical insufficiency	Endocrine/Metab
EM_211.22	Drug-induced adrenocortical insufficiency*	Endocrine/Metab
EM_211.23	Postprocedural adrenocortical (-medullary) hypofunction*	Endocrine/Metab
EM_211.3	Adrenogenital disorders	Endocrine/Metab
EM_214	Disorders of ovarian function	Endocrine/Metab
EM_214.1	Ovarian failure	Endocrine/Metab
EM_214.11	Premature menopause	Endocrine/Metab
EM_214.12	Postablative ovarian failure	Endocrine/Metab
EM_214.2	Ovarian hyperfunction	Endocrine/Metab
EM_214.21	Estrogen excess (Hyperestrogenism)	Endocrine/Metab
EM_214.22	Androgen excess*	Endocrine/Metab
EM_215	Testicular dysfunction	Endocrine/Metab
EM_215.1	Testicular hypofunction	Endocrine/Metab
EM_215.2	Testicular hyperfunction	Endocrine/Metab
EM_217	Disorders of puberty	Endocrine/Metab
EM_217.1	Delayed puberty	Endocrine/Metab
EM_217.2	Precocious puberty	Endocrine/Metab
EM_218	Polyglandular dysfunction	Endocrine/Metab
EM_218.2	Polyglandular dysfunction	Endocrine/Metab
EM_218.21	Autoimmune polyglandular failure*	Endocrine/Metab
EM_218.22	Polyglandular hyperfunction*	Endocrine/Metab
EM_220	Diseases of thymus gland	Endocrine/Metab
EM_220.1	Persistent hyperplasia of thymus	Endocrine/Metab
EM_220.2	Abscess of thymus	Endocrine/Metab
EM_228	Abnormal results of endocrine function studies (excluding thyroid)	Endocrine/Metab
EM_229	"Other endocrine disorders, NOS"	Endocrine/Metab
EM_229.1	"Ectopic hormone secretion, NEC"	Endocrine/Metab
EM_230	Malnutrition and underweight	Endocrine/Metab
EM_230.1	Protein-calorie malnutrition	Endocrine/Metab
EM_230.2	Abnormal weight loss and underweight	Endocrine/Metab
EM_230.21	Abnormal weight loss	Endocrine/Metab
EM_230.22	Underweight	Endocrine/Metab
EM_230.3	Anorexia	Endocrine/Metab
EM_230.4	Cachexia	Endocrine/Metab
EM_230.5	Early satiety	Endocrine/Metab
EM_230.7	Failure to thrive	Endocrine/Metab
EM_232	Vitamin deficiencies	Endocrine/Metab
EM_232.1	Vitamin A deficiency	Endocrine/Metab
EM_232.2	Vitamin B group deficiency	Endocrine/Metab
EM_232.21	Thiamine deficiency [Vitamin B1]	Endocrine/Metab
EM_232.22	Riboflavin deficiency [Vitamin B2]	Endocrine/Metab
EM_232.23	Niacin deficiency [Vitamin B3]	Endocrine/Metab
EM_232.26	Pyridoxine deficiency [Vitamin B6]	Endocrine/Metab
EM_232.27	Vitamin B12 deficiency	Endocrine/Metab
EM_232.29	Folate deficiency [Vitamin B9]	Endocrine/Metab
EM_232.3	Vitamin C deficiency [Ascorbic acid]	Endocrine/Metab
EM_232.4	Vitamin D deficiency	Endocrine/Metab
EM_232.5	Vitamin E deficiency*	Endocrine/Metab
EM_232.6	Vitamin K deficiency	Endocrine/Metab
EM_234	Other nutritional deficiencies	Endocrine/Metab
EM_234.1	Essential fatty acid [EFA] deficiency*	Endocrine/Metab
EM_236	Overweight and obesity	Endocrine/Metab
EM_236.1	Obesity	Endocrine/Metab
EM_236.11	Morbid obesity	Endocrine/Metab
EM_236.2	Localized adiposity	Endocrine/Metab
EM_237	Abnormal weight gain	Endocrine/Metab
EM_238	Micronutrient excess	Endocrine/Metab
EM_238.1	Hypervitaminosis A	Endocrine/Metab
EM_238.2	Hypercarotenemia	Endocrine/Metab
EM_238.3	Megavitamin-B6 syndrome*	Endocrine/Metab
EM_238.4	Hypervitaminosis D	Endocrine/Metab
EM_239	Hyperlipidemia	Endocrine/Metab
EM_239.1	Hypercholesterolemia	Endocrine/Metab
EM_239.11	Pure hypercholesterolemia	Endocrine/Metab
EM_239.13	Elevated Lipoprotein(a)*	Endocrine/Metab
EM_239.2	Hyperglyceridemia	Endocrine/Metab
EM_239.21	Pure hyperglyceridemia	Endocrine/Metab
EM_239.3	Mixed hyperlipidemia	Endocrine/Metab
EM_239.4	Hyperchylomicronemia	Endocrine/Metab
EM_244	Disorders of lipoprotein metabolism and other lipidemias	Endocrine/Metab
EM_244.4	"Lipodystrophy, not elsewhere classified"	Endocrine/Metab
EM_247	Disorders of mineral metabolism and mineral deficiencies	Endocrine/Metab
EM_247.2	Disorders of copper metabolism	Endocrine/Metab
EM_247.3	Disorders of phosphorus metabolism	Endocrine/Metab
EM_247.4	Disorders of magnesium metabolism	Endocrine/Metab
EM_247.41	Hypermagnesemia*	Endocrine/Metab
EM_247.42	Hypomagnesemia*	Endocrine/Metab
EM_247.5	Disorders of calcium metabolism	Endocrine/Metab
EM_247.51	Hypocalcemia	Endocrine/Metab
EM_247.52	Hypercalcemia	Endocrine/Metab
EM_247.53	Calcinosis cutis*	Endocrine/Metab
EM_247.54	Hungry bone syndrome	Endocrine/Metab
EM_247.55	Dietary calcium deficiency*	Endocrine/Metab
EM_247.6	Metabolic disorders of zinc metabolism*	Endocrine/Metab
EM_247.7	Disorders of iron metabolism	Endocrine/Metab
EM_247.71	Hemochromatosis	Endocrine/Metab
EM_247.8	Mineral deficiencies	Endocrine/Metab
EM_247.81	Dietary selenium deficiency*	Endocrine/Metab
EM_247.82	Manganese deficiency*	Endocrine/Metab
EM_247.83	Chromium deficiency*	Endocrine/Metab
EM_247.84	Molybdenum deficiency*	Endocrine/Metab
EM_247.85	Vanadium deficiency*	Endocrine/Metab
EM_247.86	Dietary zinc deficiency*	Endocrine/Metab
EM_247.87	Copper deficiency*	Endocrine/Metab
EM_247.88	Iron deficiency	Endocrine/Metab
EM_248	"Disorders of plasma-protein metabolism, NEC"	Endocrine/Metab
EM_249	Amyloidosis	Endocrine/Metab
EM_249.1	Cerebral amyloid angiopathy*	Endocrine/Metab
EM_249.2	Light chain (AL) amyloidosis*	Endocrine/Metab
EM_249.3	Wild-type transthyretin-related (ATTRwt) amyloidosis*	Endocrine/Metab
EM_252	Other and unspecified disorders of metabolism	Endocrine/Metab
EM_252.1	Disorders of carnitine metabolism	Endocrine/Metab
EM_252.2	Hyperphenylalaninemia	Endocrine/Metab
EM_252.3	Disorders of bilirubin excretion	Endocrine/Metab
EM_252.31	Biliuria	Endocrine/Metab
EM_252.4	Hyperuricemia without signs of gout*	Endocrine/Metab
EM_252.5	Disorders of carbohydrate metabolism	Endocrine/Metab
EM_252.51	Disorders of intestinal carbohydrate absorption	Endocrine/Metab
EM_256	"Disorders of fluid, electrolyte and acid-base balance"	Endocrine/Metab
EM_256.1	Hyperosmolality and/or hypernatremia	Endocrine/Metab
EM_256.2	Hyposmolality and/or hyponatremia	Endocrine/Metab
EM_256.3	Mixed disorder of acid-base balance	Endocrine/Metab
EM_256.31	Acidosis	Endocrine/Metab
EM_256.32	Alkalosis	Endocrine/Metab
EM_256.4	Hyperkalemia [Hyperpotassemia]	Endocrine/Metab
EM_256.5	Hypokalemia [Hypopotassemia]	Endocrine/Metab
EM_256.6	Fluid overload	Endocrine/Metab
EM_256.7	Volume depletion	Endocrine/Metab
EM_256.71	Dehydration	Endocrine/Metab
EM_256.72	Hypovolemia	Endocrine/Metab
EM_257	Polydipsia	Endocrine/Metab
MB_280	Psychoactive substance related disorders	Mental
MB_280.1	Alcohol use disorders	Mental
MB_280.11	Alcohol abuse and dependence	Mental
MB_280.13	Alcoholic liver disease	Mental
MB_280.2	Opioid use disorders	Mental
MB_280.21	Opioid abuse or dependence	Mental
MB_280.3	Cannabis use disorders	Mental
MB_280.31	Cannabis abuse or dependance	Mental
MB_280.4	"Sedative, hypnotic, or anxiolytic related disorders"	Mental
MB_280.41	"Sedative, hypnotic or anxiolytic-related abuse or dependance"	Mental
MB_280.5	Stimulant use disorders	Mental
MB_280.51	Stimulant abuse or dependance	Mental
MB_280.7	Hallucinogen related disorders	Mental
MB_280.71	Hallucinogen abuse or dependence	Mental
MB_280.8	Psychoactive substance abuse	Mental
MB_280.9	Psychoactive substance dependance	Mental
MB_280.91	Psychoactive substance withdrawal	Mental
MB_281	Abuse of non-psychoactive substances*	Mental
MB_282	Nicotine dependence (current and history of)	Mental
MB_282.1	Current tobacco use and nicotine dependence	Mental
MB_282.2	Personal history of nicotine dependence	Mental
MB_283	Other mental and behavioral problems	Mental
MB_283.1	Symptoms and signs involving appearance and behavior*	Mental
MB_283.3	High risk sexual behavior	Mental
MB_283.4	Patient's noncompliance with medical treatment and regimen	Mental
MB_283.8	Problems related to lifestyle	Mental
MB_284	Suicide ideation and attempt or self harm	Mental
MB_284.1	Suicidal ideations	Mental
MB_284.2	Suicide and self-inflicted harm	Mental
MB_284.3	Nonsuicidal self-harm*	Mental
MB_286	Mood [affective] disorders	Mental
MB_286.1	Bipolar disorder	Mental
MB_286.11	Bipolar I disorder	Mental
MB_286.12	Bipolar II disorder*	Mental
MB_286.2	Major depressive disorder	Mental
MB_286.3	Premenstrual dysphoric disorder	Mental
MB_286.4	Dysthymic disorder	Mental
MB_287	Psychotic disorder	Mental
MB_287.1	Schizophrenia	Mental
MB_287.2	Schizoaffective disorder	Mental
MB_287.4	Delusional disorders	Mental
MB_287.5	Drug-induced psychotic disorder	Mental
MB_288	Anxiety and anxiety disorders	Mental
MB_288.2	Panic disorder [episodic paroxysmal anxiety]	Mental
MB_288.3	Generalized anxiety disorder	Mental
MB_288.4	Phobic disorders	Mental
MB_288.41	Agoraphobia	Mental
MB_288.42	Social phobia	Mental
MB_288.5	Drug induced anxiety disorder*	Mental
MB_289	Obsessive-compulsive disorder	Mental
MB_290	"Reaction to severe stress, and adjustment disorders"	Mental
MB_290.1	Posttraumatic stress disorder	Mental
MB_291	Dissociative and somatoform disorders	Mental
MB_291.1	Conversion disorder	Mental
MB_293	Eating disorders	Mental
MB_293.1	Anorexia nervosa	Mental
MB_293.2	Bulimia nervosa	Mental
MB_293.3	Binge eating disorder*	Mental
MB_293.4	Polyphagia	Mental
MB_293.5	Pica	Mental
MB_294	Sexual dysfunction and disorders	Mental
MB_296	Personality disorders	Mental
MB_296.1	Paranoid personality disorder	Mental
MB_296.2	Schizoid personality disorder	Mental
MB_296.3	Antisocial personality disorder	Mental
MB_296.4	Borderline personality disorder	Mental
MB_296.5	Histrionic personality disorder	Mental
MB_296.6	Avoidant personality disorder	Mental
MB_296.7	Dependent personality disorder	Mental
MB_296.8	Narcissistic personality disorder	Mental
MB_297	Gender identity disorder	Mental
MB_298	Impulse disorders	Mental
MB_298.1	Intermittent explosive disorder	Mental
MB_298.2	Pathological gambling	Mental
MB_298.3	Trichotillomania*	Mental
MB_299	"Mental disorder, not otherwise specified"	Mental
MB_300	Intellectual disabilities	Mental
MB_300.1	Mild intellectual disabilities	Mental
MB_300.2	Moderate intellectual disabilities	Mental
MB_300.3	Severe intellectual disabilities	Mental
MB_300.4	Profound intellectual disabilities	Mental
MB_301	Pervasive developmental disorders	Mental
MB_301.1	Autism	Mental
MB_301.2	Asperger's syndrome*	Mental
MB_302	Developemental delay	Mental
MB_302.1	Speech and language developmental delay	Mental
MB_302.11	Expressive language disorder	Mental
MB_302.12	Mixed receptive-expressive language disorder	Mental
MB_302.13	Phonological disorder*	Mental
MB_302.2	Specific developmental disorder of motor function	Mental
MB_302.3	Specific developmental disorders of scholastic skills	Mental
MB_302.4	Delayed milestones	Mental
MB_303	Symbolic dysfunctions	Mental
MB_303.1	Dyslexia and alexia	Mental
MB_304	Attention-deficit hyperactivity disorders	Mental
MB_305	Stereotyped movement disorders	Mental
MB_305.1	Tics and tic disorders	Mental
MB_305.11	Tourette's disorder	Mental
MB_305.12	Chronic motor or vocal tic disorder	Mental
MB_305.13	Transient tic disorder	Mental
MB_305.14	Tics of organic origin	Mental
MB_306	Conduct disorders	Mental
MB_307	Behavioral and emotional disorders with onset usually in childhood and adolescence	Mental
MB_307.3	Emotional disturbance of childhood or adolescence	Mental
MB_307.4	Disorders of social functioning with onset in childhood and adolescence	Mental
MB_308	Symptoms related to mental disorders	Mental
MB_308.1	Delirium	Mental
MB_308.2	Delusions	Mental
MB_308.3	Hallucinations	Mental
MB_308.31	Visual hallucinations	Mental
MB_308.32	Auditory hallucinations*	Mental
MB_308.4	Neurocognitive disorder*	Mental
MB_309	Signs and symptoms involving emotional state	Mental
MB_309.1	Irritability	Mental
MB_309.2	Impulsiveness	Mental
MB_309.3	Emotional lability	Mental
MB_309.4	Demoralization and apathy	Mental
MB_309.5	Nervousness	Mental
MB_309.6	"Excessive crying of child, adolescent, or adult"	Mental
MB_309.7	Restlessness and agitation*	Mental
MB_309.8	Homicidal ideations	Mental
MB_309.9	Hostility and violent behavior*	Mental
NS_320	Meningitis	Neurological
NS_320.1	Infective meningitis	Neurological
NS_320.11	Bacterial meningitis	Neurological
NS_320.12	Viral meningitis	Neurological
NS_320.13	Fungal memingitis	Neurological
NS_320.2	Meningitis due to other non-infectious causes	Neurological
NS_320.21	Nonpyogenic meningitis	Neurological
NS_320.22	Chronic meningitis	Neurological
NS_321	"Encephalitis, myelitis and encephalomyelitis"	Neurological
NS_321.1	Encephalitis	Neurological
NS_321.11	Bacterial encephalitis	Neurological
NS_321.12	Viral encephalitis	Neurological
NS_321.13	Toxoplasmosis meningoencephalitis	Neurological
NS_321.14	Acute disseminated encephalitis and encephalomyelitis (ADEM)	Neurological
NS_321.2	Myelitis	Neurological
NS_321.21	Acute (transverse) myelitis	Neurological
NS_322	Other CNS infection	Neurological
NS_322.1	Prion diseases	Neurological
NS_322.2	Progressive multifocal leukoencephalopathy	Neurological
NS_322.4	Intracranial and intraspinal abscess	Neurological
NS_323	Systemic atrophies primarily affecting the central nervous system	Neurological
NS_323.3	Motor neuron disease	Neurological
NS_323.31	Amyotrophic lateral sclerosis [ALS]	Neurological
NS_323.32	Progressive bulbar palsy	Neurological
NS_323.33	Primary lateral sclerosis	Neurological
NS_324	Extrapyramidal and movement disorders	Neurological
NS_324.1	Parkinsonism	Neurological
NS_324.11	Parkinson's disease (Primary)	Neurological
NS_324.2	Degenerative diseases of the basal ganglia (excluding parkinsonism)	Neurological
NS_324.21	Progressive supranuclear ophthalmoplegia [Steele-Richardson-Olszewski]*	Neurological
NS_324.3	Abnormal involuntary movements	Neurological
NS_324.31	Dystonia	Neurological
NS_324.311	Drug induced dystonia	Neurological
NS_324.314	Torticollis	Neurological
NS_324.315	Idiopathic orofacial dystonia	Neurological
NS_324.316	Blepharospasm	Neurological
NS_324.32	Abnormal head movements*	Neurological
NS_324.33	Fasciculation*	Neurological
NS_324.34	Tremor	Neurological
NS_324.341	Essential tremor*	Neurological
NS_324.342	Drug-induced tremor*	Neurological
NS_324.35	Myoclonus	Neurological
NS_324.5	Benign shuddering attacks	Neurological
NS_324.6	Tetany	Neurological
NS_324.7	Stiff-man syndrome	Neurological
NS_324.9	Chorea	Neurological
NS_325	Abnormality of gait and mobility	Neurological
NS_325.1	Abnormality of gait	Neurological
NS_325.2	Difficulty walking	Neurological
NS_325.3	Lack of coordination	Neurological
NS_326	Demyelinating diseases of the central nervous system	Neurological
NS_326.1	Multiple sclerosis	Neurological
NS_326.2	Neuromyelitis optica	Neurological
NS_326.3	Diffuse myelinoclastic sclerosis [Schilder's disease]	Neurological
NS_328	Dementias and cerebral degeneration	Neurological
NS_328.1	Dementias	Neurological
NS_328.11	Alzheimer's disease	Neurological
NS_328.12	Vascular dementia	Neurological
NS_328.13	Frontotemporal dementia [FTD]	Neurological
NS_328.14	Dementia with Lewy bodies	Neurological
NS_328.3	Cerebral degeneration	Neurological
NS_328.33	Corticobasal degeneration	Neurological
NS_328.34	Reye's syndrome	Neurological
NS_329	Symptoms and signs involving cognitive functions and awareness	Neurological
NS_329.1	Memory loss	Neurological
NS_329.2	Neurologic neglect syndrome	Neurological
NS_329.3	Age-related cognitive decline	Neurological
NS_329.4	Specified cognitive deficit	Neurological
NS_329.41	Attention and concentration deficit	Neurological
NS_329.42	Cognitive communication deficit	Neurological
NS_329.43	Visuospatial deficit	Neurological
NS_329.44	Psychomotor deficit	Neurological
NS_329.45	Frontal lobe and executive function deficit	Neurological
NS_329.5	Mild cognitive impairment	Neurological
NS_329.6	Transient global amnesia	Neurological
NS_329.8	"Altered mental status, unspecified"	Neurological
NS_330	"Epilepsy, recurrent seizures, convulsions"	Neurological
NS_330.1	Epilepsy	Neurological
NS_330.11	Generalized epilepsy	Neurological
NS_330.12	Partial epilepsy	Neurological
NS_330.14	Lennox-Gastaut syndrome*	Neurological
NS_330.15	Juvenile myoclonic epilepsy*	Neurological
NS_330.3	Convulsions	Neurological
NS_330.31	Febrile convulsions	Neurological
NS_330.4	Post-traumatic seizures	Neurological
NS_331	Headache	Neurological
NS_331.1	Tension headache	Neurological
NS_331.2	Post-traumatic headache	Neurological
NS_331.3	"Headache syndromes, non migraine"	Neurological
NS_331.31	"Persistent headache syndromes, non migraine"	Neurological
NS_331.32	Hypnic headache	Neurological
NS_331.33	Thunderclap headache	Neurological
NS_331.4	Cluster headaches	Neurological
NS_331.5	Paroxysmal hemicrania	Neurological
NS_331.6	Migraine	Neurological
NS_331.61	Migraine with aura	Neurological
NS_331.62	Hemiplegic migraine	Neurological
NS_331.63	Menstrual migraine	Neurological
NS_331.64	Chronic migraine without aura	Neurological
NS_331.7	Drug induced headache	Neurological
NS_333	Sleep disorders	Neurological
NS_333.1	Sleep apnea	Neurological
NS_333.11	Obstructive sleep apnea	Neurological
NS_333.12	Central sleep apnea	Neurological
NS_333.13	High altitude periodic breathing	Neurological
