species,assembly_type,software,field,operator,value,special_field
Yersinia pestis,all,Sylph,species_name,regex,^Yersinia pestis,species_field
Yersinia pestis,short,Ariba,percent,=,100,
Yersinia pestis,short,Checkm,# contigs,<=,540,
Yersinia pestis,short,Checkm,N50 (scaffolds),>=,17000,
Yersinia pestis,short,Quast,# contigs (>= 0 bp),<=,540,
Yersinia pestis,short,Quast,N50,>=,17000,
all,all,Checkm,Completeness,>=,80,
all,all,Checkm,Contamination,<=,20,
all,all,Checkm,GC,<=,75,
all,all,Checkm,GC,>=,25,
all,all,Checkm,Genome size (bp),<=,1200000,
all,all,Checkm,Genome size (bp),>=,500000,
all,all,Checkm,Marker lineage,regex,^,species_field
all,all,Quast,GC (%),<,75,
all,all,Quast,GC (%),>,25,
all,all,Quast,Ns per 100 kbp,<=,1000,
all,all,Quast,Total length (>= 0 bp),<,1200000,
all,all,Quast,Total length (>= 0 bp),>,500000,
all,all,Speciator,confidence,regex,^good$,
all,all,Speciator,genusName,regex,^,
all,all,Speciator,speciesName,regex,^,species_field
all,all,Sylph,number_of_genomes,=,1,
all,all,Sylph,species_name,regex,^all,species_field
all,short,Ariba,percent,=,100,
all,short,Checkm,# contigs,<=,900,
all,short,Checkm,N50 (scaffolds),>,15000,
all,short,Quast,# contigs (>= 0 bp),<,900,
all,short,Quast,N50,>,15000,
all,short,DepthParser.short,Depth,>,20,
all,long,DepthParser.long,Depth,>,20,
